Word,Count
core,3
balances,3
"mishandling,",3
"impact,",3
switches.,3
09.3,3
"execution,",3
"Substitution"".",3
l,3
MAINTAIANCE,3
success.,3
Issue:,3
Carelessness:,3
clocks,3
Advancing,3
RETARD),3
HOUR,3
(REGARDING,3
1701292,3
1724751,3
MEG4,3
1724876,3
1724946,3
23.10.2018,3
59108,3
20000,3
50000,3
Turbine,3
rotor,3
100000,3
80000,3
1724986,3
peppers,3
instruction;,3
leakages;,3
gaskets/O-rings,3
actuators.,3
photos:,3
O-rings/seals,3
gaskets/O-rings.,3
1700084,3
proactlively,3
"(BWTS),",3
ALIGNMENT,3
Bunkering.,3
registration.,3
(2)Lack,3
(1)Not,3
maintenance/usage,3
(2)Negligence,3
(1)They,3
1699473,3
1727628,3
plug.(Human,3
instructed/,3
1727678,3
RECTIFICATION,3
"REMOVING,",3
aye,3
DSM,3
ABLE,3
INSIDE.,3
SATISFIED.,3
DISEMBARKED,3
CLEARING,3
2OFF,3
"PROCEDURE,",3
1699352,3
IMPROVE,3
1727828,3
Database.,3
38:Inadequate,3
5.9:,3
12.1:,3
Legal,3
1727498,3
05/2023,3
"only),",3
RESIZED,3
Mng,3
INSTANTLY,3
ENGINES,3
"REGULATION,",3
INSULATIONS,3
1727456,3
RESIZE,3
patrolled,3
coaming.,3
LONGER,3
MATCHED,3
<Ship's,3
Checklist>,3
"we,",3
"CHECKED,",3
interest,3
"BUILT,",3
seafarers),3
1727480,3
"compliant,",3
(incomplete),3
BWM-Plan,3
D1-,3
(exchange,3
BWM-,3
1699516,3
misleaded,3
(emergency,3
(EEMS),3
PRIMERED,3
MINUTES,3
cut-off,3
Powersocket,3
(Water,3
Feederpanel,3
dioxide,3
12.04.2023.,3
CHANGED.,3
"service,",3
"programme,",3
CRE009,3
Shipbpard,3
17.07.2023.,3
PAIRS,3
checks/updates,3
"maneuver,",3
age/characteristics,3
/pilot,3
"Preventively,",3
addressing.,3
worn/affected,3
No.95,3
'Pilot,3
Safety',3
"offices,",3
inspection/condition,3
afore-mentioned,3
Dispositioning,3
1728275,3
"1,3,6,7,9,10",3
80AT,3
prohibited.,3
SMS/SMI-S-F07,3
ATTACHMENTS.,3
Recovered,3
1699285,3
1727870,3
Reinspected,3
1699284,3
file),3
No.2316,3
Books,3
1727935,3
"VM-45,",3
"indeed,",3
"unavoidable),",3
1699183,3
compacted,3
Segregated,3
1727972,3
"Barranqilla,",3
Colombia,3
Vina,3
del,3
MOU.,3
launchable,3
"dried,",3
"exchanged,",3
half-open,3
paint/rust,3
seize.,3
rust/paint,3
SMI-S-H01,3
VISOR,3
"Eng.,",3
mepc_1_circ_736_rev_2,3
arrangment.,3
Track,3
UNUSAL,3
"POSITION,",3
DIFFERENTLY.,3
INTALLED,3
FACT,3
MIS-UNDERSTANDING,3
OPEN.,3
G/E),3
(NO.1,3
PIPING,3
CONTROLLED,3
1726296,3
POSTING,3
1726297,3
(XTD),3
interchanged,3
Nm,3
CONTROLLED.,3
2.0Nm,3
0.5Nm).,3
1726474,3
"LOADED,",3
"STOWED,",3
ADMINISTRATION.,3
FORGOT,3
MOTIVATION,3
TRANSPORT.,3
COMPANY.,3
LOADING/SECURING,3
WATCHKEEPING,3
CONFUSION.,3
EASILY,3
"""OPEN""",3
"""CLOSE""",3
1725891,3
cleanliness:,3
builder's,3
"lit,",3
10-Apr-23,3
make-up,3
9-Apr-23,3
"glands,",3
irregularity,3
hunting,3
rams.,3
7-Apr-23,3
"least,",3
Receiving,3
.2022,3
pencil.,3
longitude,3
G.R.B.,3
1699906,3
PARTCIPATION,3
PHOTO.,3
INORDER.,3
INCINERATION,3
10.04.2023,3
1699777,3
Stewart.,3
ADM-06.05,3
ADM-06.03,3
1699712,3
CARRYING,3
"CARGOES,",3
COMPANY/CHARTERERS,3
1699645,3
Better,3
1727218,3
Con,3
de-,3
Almeria,3
"July,2023.",3
equipment's',3
&working,3
defects/,3
1727304,3
"Shower,",3
G/E.,3
dismantle/clean,3
MLC-04-1.9,3
"thermometer,",3
office/ECR/Bridge,3
supervision/Monitoring,3
manager/,3
(ETA:,3
Peru,3
"Callao,",3
"country,",3
relaxed,3
"WHO,",3
CERTIFICATES/Seafarers',3
1699543,3
Dimensions,3
CAPACITY,3
RGS.,3
14/7/2023.,3
"Zayed,",3
TRANSPORT,3
Zayed,3
COMMENCING,3
SCHEDULES,3
1726903,3
re-occurrence:,3
endangered,3
1726920,3
Much,3
required.(Failure,3
well-maintained,3
1726933,3
"ballast,",3
unlit/weak,3
yesterday.,3
sharply,3
roundings.,3
August.,3
1726940,3
RX,3
(N),3
succeded,3
Transmission,3
frequenc,3
failied,3
Jotun,3
Hempel,3
13/July/2023,3
"(Paints,",3
Transimission,3
May-2023,3
PUMPING,3
champers.,3
China),3
NO-2,3
1704277,3
1722043,3
fire-damper,3
(copper,3
framing.,3
Disassemble,3
Extracted,3
"greasing,",3
1704080,3
CSE-SHMN-1050,3
CSE-SHMN,3
4010,3
Interior,3
1722053,3
"F&A,",3
Ukrainian,3
AFT:,3
NO-3,3
F&A,3
ENGAGED.,3
remaining.,3
"had,",3
"waiting,",3
"drydocking,",3
Zhangjiagang,3
keepers.,3
1722080,3
1703950,3
prejoining,3
misread,3
(STB-main,3
outworn.,3
Ageing,3
Commitee,3
"party,",3
1721666,3
NO1,3
"10127,",3
elsewhere.,3
Obstructive,3
foresight,3
1704614,3
1721864,3
Enhancement,3
anti-splash,3
Ch/Eng.,3
1721892,3
1704605,3
(Non-HRU).,3
"Liferaft,",3
(Non,3
HRU),3
"(HRU),",3
(Non-,3
HRU).,3
(non-HRU),3
manaual,3
(Non-HRU),3
1721910,3
un-blocked,3
VMS.,3
associates),3
"inspections/audits,",3
robbery.,3
Precaution,3
1722156,3
Mounted,3
grease;,3
"essential,",3
1722438,3
Permit.,3
SVETI,3
DUJAM,3
"2023-06-28,",3
Liang,3
Baobin,3
Yuan,3
Minggui,3
spaces:,3
"02105:""",3
"gear.""",3
1722452,3
PAL.,3
1703501,3
LEIXOES.,3
Alkalis,3
Sat-,3
Sat-Epirb,3
1703445,3
8.2,3
7.32.3,3
Releasing,3
recorded/carried,3
plywood,3
miss-selected,3
records/reports,3
Grills,3
Mechanism,3
dedication,3
Open-Shutdown,3
JUNE,3
2023;,3
1722188,3
Familirization,3
Personel,3
13.07.2023,3
no:,3
IKdz/23/876,3
"Montevideo,",3
1703918,3
use-few,3
1722249,3
"Fuzhou,",3
China:,3
07:00,3
"07/11/2020,",3
BWRP,3
Guidelines).,3
127(53),3
Tightened,3
"Plans,",3
1703789,3
1703728,3
reconnects,3
"safety,,fire",3
1722420,3
DUCTS,3
1703508,3
meter/,3
"housekeeping/order,",3
"Spanish,",3
"Newport,",3
ISPS',3
1720622,3
Master),3
Ship-Sure,3
Non-Conformities,3
1720628,3
#30,3
(Both,3
comodia,3
possible).,3
"Else,",3
representation.,3
1720656,3
POTABLE,3
compliments,3
"Module""",3
"procedures/instructions,",3
"""ShipSure",3
establishes,3
3.2.1,3
Unsatisfactory,3
maintained/operated,3
1706010,3
recoded.,3
1705982,3
's,3
"diligently,",3
Reg.9.2.3.,3
Reg.9.2.3,3
"conditioning,",3
installers,3
inspection/verification.,3
1706020,3
"GALLEY,",3
waste;,3
(South,3
Among,3
"clearance,",3
"Station,",3
Muroran,3
Muroran/Japan,3
"Jiangyin/China,",3
Accommodations,3
F-312,3
continuously.,3
F-312.,3
1720232,3
1_3_Using,3
purposes;,3
1706059,3
refiling,3
1720351,3
TIGHTLY,3
"rubber,",3
appliances;,3
1720393,3
1720461,3
HYPER-LP,3
(hyper,3
mist),3
每个船员认真学习垃圾分类,3
把食品垃圾桶拿出冻库并把食品垃圾送岸,3
"Portugal,",3
"Lisbon,",3
1705942,3
speedlog,3
equivalance,3
Anchoring>,3
fold,3
Gyrocompass,3
"""SOI-10-24"".",3
trains,3
pip.,3
"fold,",3
3/0's,3
solutions,3
Industrial,3
"eye-wash,",3
eye-wash,3
eyewashes,3
adhoc,3
C/off,3
Existent,3
circular/lesson,3
"briefings,",3
VTEC,3
"Filed,",3
Oilers.,3
1704824,3
"Supervision/Coaching,",3
1721499,3
Gabes,3
(BA,3
0009),3
P/T,3
(temporary),3
Moments,3
on-site/remote,3
«SMI-S-C05,3
1705836,3
supervisor's,3
"command,",3
1705798,3
indoors,3
inadeqaute,3
25/04/2023.,3
embarking,3
HSQE-,3
navigation/GMDSS,3
frameworks,3
"principles,",3
PSCi.,3
navigation/equipment,3
Vhf,3
"VN-05,",3
documental,3
1705717,3
1705561,3
'live',3
"amount,",3
lekages,3
ignores,3
rockets.,3
"throwing,",3
"bright,",3
(Electrical,3
"modified,",3
"modification,",3
(Stipulated,3
Stipulated,3
"Newport/UK,",3
UK.,3
"D-1,",3
Umm,3
1703029,3
1702994,3
fibre,3
Retirement,3
discard,3
unconvinced,3
retirement,3
weathered,3
polypropylene,3
1702938,3
"trainees,",3
"weaknesses,",3
bands.,3
sagging,3
"Qasr,",3
lifebuoys.,3
Iraq.,3
Lot,3
elec.,3
1702530,3
1723642,3
"20.03.2023,",3
issue/expire,3
counted,3
Ch-4,3
office:,3
Abandoned,3
Kimitsu,3
(Japan).,3
"interim,",3
OFFICERS.,3
REMINDER,3
MISSED.,3
1723476,3
issue),3
1723303,3
Hindous,3
corrupt:,3
<Windows,3
root>\system32\ntoskrnl.exe.,3
17.01.2027,3
24.12.2021,3
breakdowns.,3
SLS.27,3
22.12.2022.,3
reqeust,3
A.3.1,3
3-regulation,3
icing.,3
frosting,3
"froze,",3
1723344,3
"larger,",3
"large,",3
SYNCHRONIZED,3
(MASTER:,3
291.5,3
REPEATER:,3
190),3
fear,3
gyro's,3
synchronized.,3
Respected,3
View,3
call-Dampier,3
re-occurred,3
28.03.2023,3
1702159,3
June'23,3
June'23.,3
"make),",3
(different,3
swap/exchange,3
principals,3
"Oct'23,",3
Man),3
(Isle,3
Jan/Feb,3
"3000,",3
Barclor,3
NAVIGATION/rudder,3
indicator/STARBOARD,3
Saver,3
1724088,3
"indicators,",3
produced/shown,3
production/support,3
"""Vessels",3
Xiamen.,3
5.3.1,3
"Kemen,",3
Book;,3
2006;,3
inspections;,3
WF/SAQ/521.,3
remedied,3
22.12.2022,3
1702175,3
4.4.8.5,3
A-DECK,3
1702450,3
either.,3
forecast,3
1702401,3
1723747,3
UNC,3
everyday,3
Taicang,3
"disposal,",3
"uncommon,",3
Caofeidian,3
production.,3
accommodated.,3
housekeeping/order.,3
below-standards,3
Sink,3
health/hygiene,3
evident.,3
Records),3
decomposing,3
smell,3
mister,3
Ningbo.,3
1702363,3
SIDES),3
(BOTH,3
eye/securing,3
securing/pad,3
"mounting,",3
1723243,3
Outworn,3
safety's,3
maintenance>,3
(pivot,3
straight),3
(requisition,3
B.F,3
(180,3
degr.),3
3.Superintendent,3
pivot,3
shakes,3
(In,3
Inspector),3
Unlike,3
«SMI-1001-03,3
"suspension,",3
SMI-1001-01,3
fissures.,3
"""20230505_JASE",3
"bowl""",3
created:,3
JASE-230501CON-1304,3
Base,3
"-1,",3
dispensation/short,3
class/flag.,3
settl.,3
30.12.2022,3
"sup.,",3
01.12.2021,3
lining.,3
"Brake""",3
pivot.,3
.Need,3
(MSMC).,3
ABOARD,3
poles,3
misuse;,3
3.Management,3
5.Marine,3
necessary'.,3
'if,3
appurtenances/fittings,3
6.17.3,3
Fabricate,3
pine,3
Wiper,3
window-wiper,3
Catering.,3
-18℃,3
circa,3
-23℃.,3
-23℃,3
III:,3
set-up,3
-22℃,3
-21℃,3
stoped,3
defrosting.,3
cicular,3
inspecitons.,3
manager(s).,3
"ABOARD,",3
YET,3
Crew',3
cofferdams,3
1722755,3
Cabinets,3
pre-installed,3
correct/missing,3
30.06.2023,3
1722943,3
RESPONSE,3
LOG.,3
LAY-BY),3
(VESSEL,3
REFOR,3
OVERLOAD.,3
PRACTICE.,3
COLLECTED,3
GAVE,3
"TRAINING,",3
AGAIN,3
INSPECTION/TEST/RECORDS,3
"OVERLOAD,",3
1.TRAINING,3
REGULY,3
2.SHOULD,3
OVERLOAD,3
REGULY.,3
3.FREQUENTLY,3
SUPERVISED,3
IRREGULAR,3
LOG(DIARY),3
"basins,",3
Rectified-,3
releaser,3
1703088,3
light's,3
2/off,3
'garbage',3
1703214,3
tabs/sincks,3
Fridges,3
hygienic.,3
de-iced.,3
"""Test",3
"cabinets,",3
MIIM-027,3
defrosted.,3
QSSEMS,3
liners,3
1722778,3
limit).,3
(near,3
"A/B,",3
"C/Ck,",3
"Messman,",3
starboard):,3
21.04.2023,3
section).,3
"section""",3
Issuing,3
grease/maintain,3
"""Fit",3
"date""",3
maintenance/lack,3
"Club,",3
Clinic,3
1722907,3
"projectors,",3
"""Transceiver",3
code-10,3
anchor/anchor,3
"02/01/2023,",3
archive,3
Croatia,3
"Croatia,",3
Shipmanagement.,3
"Dalian,",3
leake,3
Pre-Delivery,3
Mudronja,3
IM,3
EL2600179,3
PINO,3
Q1,3
SCO,3
V.Ships,3
SOC.,3
1668032,3
Owners.,3
e).SI100106-,3
SI100201-Instruction,3
c).SI100101-Instruction,3
a).SM010-Maintenance,3
staffs:,3
99-from,3
filled.(code,3
1764430,3
1764639,3
1764681,3
Times,3
eca,3
zone.,3
CTM.,3
"Mudronja,",3
Greg),3
(St,3
asap;,3
board.Attitude,3
Vol.2),3
14(Australian,3
st.side,3
1668119,3
1763758,3
clearances,3
freeze.,3
findings/deficiencies,3
1763996,3
bush.,3
"consideration,",3
delayed.,3
"up-to-date,",3
extra-,3
1764264,3
Member,3
"drizzle,",3
prompting,3
ISPS/SSP,3
master/SSO,3
relieved.,3
1764289,3
dispatching,3
Rivers.,3
SEAQUEST,3
SHIPMANAGEMENT,3
Pinot,3
FOCOPM,3
sign/marking/poster.,3
steady.,3
non-stored,3
allowance,3
1764826,3
1667619,3
SF11B.,3
checkered,3
designs,3
downgrade,3
1.Learning,3
Events:,3
designs.,3
2.Superintendents,3
breifed,3
officer/engine,3
2-Verifying,3
1-Removing,3
place's,3
checks/inspections,3
"Quarter,",3
1764984,3
sledgehammer,3
distinctive,3
1765053,3
'plastic,3
collection',3
antipollution,3
(fitters),3
"crane,",3
lamb,3
Fighter',3
carries:,3
Manuals.,3
1667673,3
13.12.2022,3
"insulated,",3
Sign],3
[OH&S,3
repatriation/Copy,3
DOCUMENTS/Certificate,3
1668017,3
21-Dec-2022,3
18-Dec-2022,3
05-Jan-2023,3
IV02,3
two-man,3
CG,3
O2/Acetylene,3
1667889,3
iron.,3
Astabula,3
cooler.,3
Welded,3
bracket.,3
1667822,3
1764745,3
1764759,3
flags,3
1667753,3
reasjusted,3
sync.,3
Axes,3
high-voltage,3
1667742,3
20.12.2022,3
1668422,3
OPEN/,3
AFETR,3
water-proof,3
locates,3
aging.,3
100701,3
1763412,3
1763445,3
independently,3
(Port),3
Liferafts,3
1669426,3
philippine,3
U.K,3
1669272,3
",boxed-up",3
silicon,3
1669222,3
CHIPPING,3
fittings/,3
Plantings,3
fortnightly,3
ullage,3
Algerian,3
Ghazaout,3
authority/,3
Itagui.,3
1669087,3
readiness(operationally),3
16/Nov.,3
"PM,",3
PMS/,3
garbage),3
1763347,3
(BWS),3
(because,3
completly,3
FMD,3
Safeguards,3
"machines/parts,",3
1763295,3
Reggeborg,3
1669728,3
approaves,3
VSQE-04,3
diseases.,3
re-tightening,3
exeeds,3
15ppm.,3
voided,3
SD,3
pressent,3
condrion,3
'new,3
one',3
1e,3
recondition.,3
Memeory,3
B.V.,3
16-12-2022.,3
old/defective,3
reasons:,3
impossible.,3
uthorized,3
manufacture.,3
'new',3
17/Nov,3
recycling,3
biodiversity,3
MSC/Circ.1120,3
ship/equipment,3
handling/operating;,3
3.13.1,3
MGN,3
426,3
MSC/Circ.1120.,3
1763580,3
valves;,3
well-charged,3
illustrate,3
1763619,3
eccentrically,3
eccentric,3
stiffness,3
rebuilt,3
power(,3
shape.,3
"descaled,",3
snow,3
snowfall,3
snow.,3
OPARETION.,3
IMPORTENT,3
STAND,3
LET,3
STEP.,3
PLANSTEP,3
POSSIBLE.,3
SOON,3
1.1.25,3
1763574,3
biodegradable,3
Abnormalities,3
dismantled/,3
Refuse/steel,3
Mineral,3
Mineralizer,3
Vendors,3
realigned,3
Reinforcing,3
plastic/,3
On-,3
1669055,3
03-04,3
davit',3
(broken).,3
davit'.,3
Frame,3
FFLB.,3
"inception,",3
'PSC,3
latches.,3
Donned,3
repositioned,3
1763561,3
energized,3
Practised,3
"disassembling,",3
dismantling.,3
breakage.,3
nr.5,3
1668509,3
maker),3
resistance),3
1669903,3
prodused,3
1766491,3
uppermost,3
-19℃,3
water's,3
checks',3
-20℃,3
faucet.,3
"cooling,",3
-17,3
reoccurrence's,3
refrain,3
-unable,3
threshold.,3
ODP-C01,3
original/stamped,3
examined/reviewed,3
rose,3
13.7℃,3
12℃,3
1666227,3
1767063,3
200mts,3
06-NOV-2023,3
Venus,3
Wharf,3
No.102,3
Taichung,3
Supervision-,3
Bataan/Philippine.,3
1666210,3
1766472,3
Auditing,3
01March,3
yard.,3
educating,3
overside.,3
PROTOCOLS:,3
expectations,3
1666574,3
ENHANCEMENT:,3
PROACTIVE,3
SYSTEM:,3
pier.,3
Familiarizing,3
TAKEOVER,3
BERTHING,3
TIESHAN,3
REQUIRE.,3
1766225,3
Mentoring,3
pulley.,3
1766435,3
Bus,3
Tie,3
grip,3
1766460,3
Sometime,3
conducted;,3
indicated).,3
watchman.,3
1666231,3
Interviews,3
"watchmen,",3
checking/reviewing,3
120MT,3
No.1),3
BITTS,3
2023-08-10.,3
Moreover,3
bord.,3
MINOR,3
1666115,3
Office:,3
managements,3
Assigned,3
Approver,3
Ivan,3
Ferdinand,3
Barišić,3
variable,3
CAPSTAN,3
1767096,3
",the",3
engine-not,3
properly.(Main,3
",Auxiliary",3
2023.When,3
replaced).,3
id,3
Medicines.,3
"infirmary,",3
1767098,3
Front,3
Longshan,3
five-panel,3
Window:,3
Potential,3
.2,3
Il,3
DML,3
attached.“,3
PIC/Mr.,3
Gary,3
Guo,3
MEPC.1/Circ.736/Rev.2,3
GUIDANCE,3
1666193,3
1666188,3
SHIPS),3
Introduction,3
members),3
affixed,3
No.734,3
No.24,3
Cir.3PI,3
"No.23-08,",3
CEs,3
(walkarounds,3
audit/examination,3
SOLAS),3
Norms,3
Pers.,3
1666148,3
01140:,3
Nature:,3
Marine/tech,3
written:,3
„This,3
Cerificate,3
2023-08-11,3
PROGRAMS:,3
PROCEDURES:,3
STANDARDIZED,3
Unions.,3
Argos,3
Diving,3
"keel,",3
"grids,",3
allocate,3
desseminate,3
'Action,3
S.I.,3
pre-berthing,3
dec.,3
Accordingly,3
1765389,3
purifier.,3
viscometer,3
trainees,3
"salt,",3
boys,3
III/1).,3
(promoted,3
II/1),3
(licensed,3
scale:,3
service/settling,3
Enginners,3
compensation.,3
legs,3
busy.,3
"usual,",3
no-one,3
1667336,3
Hire,3
Hull.,3
151.2050,3
33CFR,3
stopped(disappeared),3
(row,3
resistance).,3
3-crane,3
ALRS,3
Frequency.,3
plenty,3
Cross-Checking,3
screenshots,3
Saved,3
"vectors,",3
"track,",3
fixing.,3
passage/previous,3
contacts.,3
1765087,3
1765099,3
isolator.,3
distance),3
1765170,3
rigged.,3
guard/barrier.,3
perception.,3
detachable,3
traversing,3
Dalian.,3
seaside,3
1765288,3
Loosened,3
stressed.,3
RATINGS,3
mode/restrictions,3
bins.,3
greasy,3
requirements/,3
meter),3
brakes,3
"stipulated,",3
"achieve,",3
Highlight,3
1766099,3
Open-Shut.,3
Asakawa,3
1666739,3
integral,3
"overhauling,",3
labelling,3
1766152,3
briefed/,3
company',3
1766183,3
"FORMAT,",3
HAZARD,3
Charterer's,3
Standardization,3
Dependency,3
"inputs,",3
"submissions,",3
balances.,3
There's,3
non-standard,3
Charterer.,3
1766091,3
clearing,3
"""Ship/Shore",3
underscoring,3
/packaging,3
STORES.,3
GUARDS.,3
stores',3
classes,3
datasheets,3
W.OUT,3
PSC/Flag,3
1765704,3
1765881,3
distraction,3
habit.,3
USING,3
1765918,3
years).,3
CONCEQUENCES,3
"Doors,",3
Maintained.,3
CONTTOL,3
"misaligned,",3
Misalignment,3
PSTN,3
BRIGDE,3
closing;,3
KNOWLEDGES,3
Facilities.,3
Dirty.,3
disrupting,3
roster,3
1763294,3
co-signed,3
(Make:,3
"3.3,",3
Re-trained,3
'slowly'.,3
valve(this,3
e-mail)-,3
conscious,3
Lubrication,3
Officer/Technical,3
Re-training,3
Muff,3
2AE,3
individuals.,3
"topic,",3
bulletins,3
concurrently,3
"statements,",3
successful.,3
"although,",3
"19-03-2022,",3
1760394,3
runner,3
thickness.,3
1760400,3
"jibs,",3
modly,3
Derusting,3
moderately,3
"carried-out,",3
under-coat,3
1760411,3
"Operator,",3
Mitigation,3
Fatigue.,3
"together,",3
"run,",3
1760045,3
inputting,3
"cadet,",3
1672543,3
Chaowei.,3
Chaowei,3
14.3.4,3
Advisory;,3
"income,",3
banks.,3
Heater,3
Wei,3
"Chaowei,",3
RMB,3
Wei.,3
min),3
.Management,3
1672524,3
Reminding,3
assistants,3
operating/testing,3
Requesting,3
muff,3
payments.,3
Whether,3
KPI,3
8.Superintendents,3
1760050,3
"23,2023,",3
evidented,3
practice),3
SLACK.,3
Makers',3
1760576,3
railroad,3
2100,3
hanger,3
fflb,3
Officer(s),3
PSC2305,3
"TEC26,",3
(initially,3
(Report,3
Logger,3
31/01/2023.,3
2301,3
TEC41,3
CO2),3
Briedge,3
(SO2/,3
(S02/CO2),3
(SOx).,3
2306,3
(rectification,3
-UPPER,3
DECK-,3
LATCHING,3
INTERVALS,3
"SYSTEMS,",3
INCLUDED/DEFINED,3
SAFE-18.,3
5TH,3
OPERATE.THE,3
Panel-,3
lamp(T),3
barricading,3
machinery-,3
reccurrence.,3
"Furnishings,",3
coverings,3
Requires,3
recovering.,3
pillows,3
smooking,3
corona,3
Sofa,3
remooved,3
tops.,3
Duringstay,3
Aughinish,3
meny,3
mop,3
broom.,3
diseas.,3
1760568,3
jetties.,3
VP01,3
PRT,3
"ERP,",3
"exists,",3
"bottles,",3
W/Talkies.,3
"Preparedness,",3
f/fighting,3
"quays,",3
"edge,",3
31-12-2022,3
(Uniform,3
MPB,3
"since,",3
27-30-Oct-2023,3
10/10/2023.,3
20/10/2023,3
Correction/Preventing,3
(above,3
parts),3
Sides,3
No.5/,3
"195-205,",3
1673163,3
Name.,3
Residence.,3
MCL,3
Reg.5.1.5.,3
telephones,3
1759870,3
Farers,3
0707.04,3
Nationalities.,3
Undergone,3
Position.,3
Job.,3
eSMS.,3
pint,3
credentials,3
"D/E,",3
Parameters.,3
abided,3
"(02/2023-NC,",3
CBA's,3
POL-014/2.9,3
BWE,3
PSCo.,3
1673374,3
10-Oct-2023,3
21-Oct-2023,3
nonetheless,3
maintenance):,3
BWRB:,3
12/10/2023,3
(bypassed,3
20/10/t023,3
baldest,3
05/102023,3
BWM.2/Circ.,3
"Convention"".",3
quality/salinity,3
in/discharge,3
from/,3
12/10/2023.,3
in-force,3
#1),3
laid),3
completed),3
wirings/external,3
annotated.,3
RCU,3
Wiring,3
recorder(S-VDR).,3
1673439,3
Jobsite,3
vessl's,3
plaiting.,3
(IBF,3
2022-2023),3
Filipino.,3
tower.,3
(unfortunately,3
replies,3
"TCC,",3
humidity-related,3
"coils,",3
Parts:,3
non-specimen,3
"""specimen"".",3
sentence,3
Union's,3
1759809,3
EARTHLINE,3
After;,3
adjustment/repair/maintenance,3
Before;,3
roundings,3
"earthline,",3
POMARIS_PMS.,3
Pictures;,3
"NONIBF),",3
UTCC,3
mooring.ropes,3
(CBA,3
-Mooring,3
plentiful,3
-Chief,3
reverse,3
DESTROIED,3
"agreement),",3
"card,",3
only),3
Agreement(hereinafter,3
1672553,3
"""CBA"")",3
FKSU/AMOSUP,3
KSA,3
Seafarers(Korean,3
Seafarer),3
"Association,",3
coverage/content,3
(MAT,3
Team),3
Federation,3
application/management,3
BOKM,3
TIANJIN.,3
"contents,",3
obligation.,3
troubles.,3
Inmarsat-c:,3
1672818,3
"02/2013,",3
2002.,3
1672680,3
exept,3
Re-issuance,3
respected,3
UN,3
1672581,3
Preparedness.,3
Inadequately,3
35.,3
ADJUSTING,3
RES.MSC.307(88)-,3
INSUFFICENT,3
1762564,3
arround,3
1762540,3
REFERRING,3
14804:,3
PRIO,3
"RUSSIA,",3
EXCHANGED,3
TREATED.,3
ECHANGED.,3
Failure:,3
Traininig,3
Marinem,3
01_2023-,3
reccommendations,3
1762570,3
discuss/remind,3
218A,3
"09/2023,",3
1762595,3
open/electrical,3
Fire-dampers,3
In-Charge,3
vacated.,3
exercised.,3
1670719,3
NCO402,3
(Weekly,3
Exh,3
Receive,3
jan.,3
drumss,3
200ltr,3
1cbm,3
1762503,3
Fitters,3
TUNNEL,3
steel/cleats,3
Leadership/Supervision,3
-totally,3
Tunnel,3
hatches/covers,3
1670851,3
HEAD/,3
CROSSCHECKING,3
"different,",3
residence.,3
reachable,3
Officer/SSO,3
1762365,3
1670785,3
S.a.,3
"Workshop,",3
"dampers,",3
"reinstalled,",3
deferring,3
captains,3
safety-related,3
1762443,3
1762450,3
"A/E,",3
sight).,3
06/11/2023,3
Person(s),3
019),3
no.071,3
FTP,3
18Mpa.,3
mismatch,3
clamp;,3
pull-push,3
play.,3
Premature,3
25:,3
1670109,3
1670066,3
'Crew,3
Recording'.,3
STCW/MLC,3
no-occurrence.,3
companyʼs,3
buoys.,3
18-19.5Mpa,3
1670434,3
"SMO-TM-11,",3
anti-,3
THD/DATE,3
760207,3
accumulator),3
image,3
re-opened.,3
SI-01,3
1670009,3
recharged,3
SCBAs,3
air-pressure,3
CARRIAGE,3
DANGEROUS,3
"may,",3
unlocking,3
"limits,",3
"desired,",3
Re-paint,3
critical.,3
7.17.7,3
1762829,3
section-3,3
-08,3
Maintenance.&SOM-1001,3
1762840,3
SPM-1001,3
QSMI-A16:,3
4E,3
1762871,3
1670398,3
1762911,3
"no.2,no.4,",3
pre-alarm.,3
moisture.,3
1762945,3
near-miss,3
Cape,3
Preston,3
26-27,3
6.3.18.,3
2-Nov-2022,3
Enclosure,3
Combined,3
specifications;,3
1763084,3
1670122,3
defective/unsafe,3
1762304,3
15.12.2023.,3
undue,3
summary.,3
Functionally,3
rainwater.,3
ingresses,3
"manholes,",3
220-volt,3
5.5.8),3
1672222,3
strange,3
(Feb/2023).,3
HRU's,3
policy/procedure,3
HRUs.(ISM),3
09227,3
Aft),3
followed;,3
Record),3
(Burn,3
"Cream,",3
bed.,3
cream,3
"""DO",3
Usage,3
"Condition,",3
(MAR,3
"Use""",3
"abrasion,",3
medications,3
1761541,3
Drill:,3
1760935,3
interested,3
boom.,3
upward,3
"CODE,ANNEX",3
"MECHANISMS,",3
Electrical.,3
Amount,3
touchup,3
13.11.2023,3
non-kinking.,3
(regulatory),3
Lifelines,3
1672347,3
coiled,3
projected,3
re-coiled.,3
13.11.2023.,3
age.,3
SPACES),3
READY(WORKING,3
finished),3
(Some,3
1672342,3
1760828,3
hazard/risks],3
[Installed,3
mat],3
casual,3
placard/stencil,3
1760895,3
(THE,3
WORK),3
(contributory,3
supervises,3
1761567,3
"hooks,",3
(hoisting),3
1671041,3
1761954,3
example:,3
Dog,3
"photos),",3
Stud,3
"threads,",3
space's,3
removal.,3
DEVICES/WATERTIGHT,3
SETTINGS,3
observations:,3
Defected,3
holds'-,3
Office),3
12/01/2024.,3
1762164,3
Drills:,3
leak-off,3
Processes:,3
Korea).,3
unsupervised,3
Careful,3
"Scuppers,",3
(Leak,3
flange),3
1762281,3
BMP,3
upped,3
1671499,3
"formality,",3
(Dakar),3
executes,3
Heavily,3
